,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,COST,F,GM,JNJ,JPM,MCD,NFLX,PFE,TSLA,USB,WMT,YUM,^GSPC,COST,F,GM,JNJ,JPM,MCD,NFLX,PFE,TSLA,USB,WMT,YUM,^GSPC,COST,F,GM,JNJ,JPM,MCD,NFLX,PFE,TSLA,USB,WMT,YUM,^GSPC,COST,F,GM,JNJ,JPM,MCD,NFLX,PFE,TSLA,USB,WMT,YUM,^GSPC,COST,F,GM,JNJ,JPM,MCD,NFLX,PFE,TSLA,USB,WMT,YUM,^GSPC,COST,F,GM,JNJ,JPM,MCD,NFLX,PFE,TSLA,USB,WMT,YUM,^GSPC
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,289.3835144042969,5.214641571044922,24.654651641845703,127.75025939941406,84.0328140258789,171.6669921875,485.6400146484375,27.978029251098633,74.64199829101562,31.4204158782959,113.78935241699219,81.5010757446289,3115.860107421875,304.75,5.980000019073486,24.959999084472656,140.3800048828125,93.26000213623047,184.66000366210938,485.6400146484375,32.01138687133789,74.64199829101562,35.97999954223633,119.69000244140625,86.44999694824219,3115.860107421875,305.5799865722656,6.179999828338623,25.940000534057617,141.38999938964844,95.70999908447266,186.44000244140625,488.2300109863281,32.7703971862793,75.68866729736328,37.130001068115234,119.91999816894531,87.66999816894531,3128.43994140625,300.75,5.949999809265137,24.93000030517578,140.05999755859375,93.02999877929688,183.72000122070312,454.0,31.99241065979004,72.03333282470703,35.79999923706055,118.66000366210938,85.56999969482422,3101.169921875,302.5,6.099999904632568,25.299999237060547,140.69000244140625,94.88999938964844,184.9499969482422,454.0,32.7703971862793,72.19999694824219,36.91999816894531,119.44999694824219,87.16999816894531,3105.919921875,1906100,62454700,11963000,6174800,18755700,2193800,9705900,73503009,199903500,6902400,6577900,1963300,4449230000
2020-07-02,290.32354736328125,5.2756829261779785,24.93122673034668,128.2871551513672,84.3057632446289,170.6072235107422,476.8900146484375,28.616525650024414,80.57733154296875,31.341821670532227,113.33299255371094,81.60476684570312,3130.010009765625,305.739990234375,6.050000190734863,25.239999771118164,140.97000122070312,92.66000366210938,183.52000427246094,476.8900146484375,32.74193572998047,80.57733154296875,35.88999938964844,119.20999908447266,86.55999755859375,3130.010009765625,308.9200134277344,6.170000076293945,25.850000381469727,141.83999633789062,94.95999908447266,187.0,492.2799987792969,33.06451416015625,81.86666870117188,37.220001220703125,120.87999725341797,88.62000274658203,3165.81005859375,304.6000061035156,6.0,25.079999923706055,140.3300018310547,91.93000030517578,182.86000061035156,475.5299987792969,32.296016693115234,79.04000091552734,35.779998779296875,118.86000061035156,86.36000061035156,3124.52001953125,306.0,6.099999904632568,25.6200008392334,141.25,94.73999786376953,187.0,485.6400146484375,32.84629821777344,81.43199920654297,36.9900016784668,120.08999633789062,87.73999786376953,3143.639892578125,2540500,67270500,22202300,5152200,27845600,2690200,6351500,45270881,258751500,5768200,5898600,1743100,4197720000
2020-07-06,295.7835998535156,5.397764682769775,25.415233612060547,130.11630249023438,86.43478393554688,175.23683166503906,493.80999755859375,28.616525650024414,91.43866729736328,32.162696838378906,113.02877044677734,83.44315338134766,3179.719970703125,311.489990234375,6.190000057220459,25.729999542236328,142.97999572753906,95.0,188.5,493.80999755859375,32.74193572998047,91.43866729736328,36.83000183105469,118.88999938964844,88.51000213623047,3179.719970703125,311.55999755859375,6.199999809265137,26.040000915527344,143.77000427246094,95.19999694824219,188.72000122070312,499.5,33.19734191894531,91.85266876220703,37.650001525878906,119.87000274658203,88.75,3182.590087890625,307.239990234375,6.110000133514404,25.43000030517578,141.8800048828125,93.4800033569336,184.13999938964844,479.79998779296875,32.618595123291016,84.40266418457031,36.400001525878906,118.22000122070312,86.37999725341797,3155.2900390625,307.5299987792969,6.139999866485596,25.959999084472656,142.1699981689453,94.43000030517578,186.0,480.7699890136719,33.159393310546875,85.11266326904297,36.72999954223633,119.80000305175781,87.6500015258789,3155.2900390625,2332400,63921800,9172100,6156400,18625300,3171500,7839000,27150935,308548500,6069500,7231700,1286900,4759160000
2020-07-07,300.2846374511719,5.336723804473877,24.822572708129883,129.99801635742188,83.99641418457031,172.74537658691406,493.1600036621094,28.2185001373291,92.65733337402344,31.071104049682617,120.69141387939453,81.88760375976562,3145.320068359375,316.2300109863281,6.119999885559082,25.1299991607666,142.85000610351562,92.31999969482422,185.82000732421875,493.1600036621094,32.286529541015625,92.65733337402344,35.58000183105469,126.94999694824219,86.86000061035156,3145.320068359375,318.04998779296875,6.199999809265137,25.6299991607666,143.97000122070312,94.0999984741211,187.85000610351562,504.82000732421875,32.59013366699219,95.30000305175781,36.36000061035156,127.55000305175781,88.19000244140625,3184.14990234375,309.7200012207031,6.090000152587891,25.059999465942383,141.22999572753906,92.0,185.25,490.8299865722656,32.220115661621094,89.11399841308594,35.470001220703125,118.22000122070312,86.68000030517578,3142.929931640625,310.0199890136719,6.139999866485596,25.59000015258789,141.38999938964844,93.81999969482422,187.3699951171875,497.30999755859375,32.305503845214844,93.6673355102539,36.33000183105469,118.44999694824219,87.98999786376953,3166.43994140625,3346600,56652000,11950500,5622600,25757200,2399600,5669900,25148018,322345500,6683600,31152700,1310700,4571330000
2020-07-08,300.3701171875,5.310563087463379,24.634899139404297,130.38021850585938,84.8880615234375,172.77325439453125,502.7799987792969,27.986318588256836,91.05867004394531,31.009979248046875,118.3051528930664,81.59534454345703,3169.93994140625,316.32000732421875,6.090000152587891,24.940000534057617,143.27000427246094,93.30000305175781,185.85000610351562,502.7799987792969,32.0208740234375,91.05867004394531,35.5099983215332,124.44000244140625,86.55000305175781,3169.93994140625,318.04998779296875,6.179999828338623,25.260000228881836,143.38999938964844,93.33999633789062,187.22999572753906,505.1000061035156,32.609107971191406,94.48400115966797,35.93000030517578,128.1300048828125,87.45999908447266,3171.800048828125,314.010009765625,6.050000190734863,24.670000076293945,141.6999969482422,91.80000305175781,184.75,493.80999755859375,31.850095748901367,87.42266845703125,34.88999938964844,124.4000015258789,86.05999755859375,3136.530029296875,317.1400146484375,6.130000114440918,25.190000534057617,142.8699951171875,92.29000091552734,185.5,498.5799865722656,32.26755142211914,93.66666412353516,35.529998779296875,128.0,86.93000030517578,3153.070068359375,2364500,60928600,11111600,6257400,18762200,2776400,5691700,24256545,244669500,5969900,17405700,1464000,4937310000
2020-07-09,309.1251525878906,5.092559337615967,23.13349151611328,129.67039489746094,83.05017852783203,171.36021423339844,507.760009765625,27.745840072631836,92.9520034790039,29.883455276489258,121.45198822021484,81.43507385253906,3152.050048828125,325.5400085449219,5.840000152587891,23.420000076293945,142.49000549316406,91.27999877929688,184.3300018310547,507.760009765625,31.745731353759766,92.9520034790039,34.220001220703125,127.75,86.37999725341797,3152.050048828125,328.9800109863281,6.099999904632568,24.829999923706055,144.42999267578125,94.12000274658203,186.58999633789062,510.0,32.14421463012695,93.90399932861328,35.529998779296875,128.17999267578125,87.25,3179.780029296875,319.67999267578125,5.820000171661377,23.329999923706055,140.5800018310547,90.77999877929688,182.6199951171875,495.7799987792969,31.4041748046875,90.08533477783203,34.0099983215332,124.94999694824219,85.69000244140625,3115.699951171875,320.0,6.090000152587891,24.760000228881836,142.75999450683594,93.5199966430664,186.22000122070312,508.3999938964844,32.00189971923828,93.1326675415039,35.310001373291016,125.61000061035156,86.62000274658203,3176.169921875,5313600,82693000,17778200,5738600,25600800,2333500,5840500,20363702,175764000,6103500,14257200,1812100,4843650000
2020-07-10,309.7803649902344,5.3192830085754395,24.091623306274414,129.56118774414062,87.59028625488281,171.8715362548828,548.72998046875,28.052654266357422,102.97666931152344,31.822120666503906,124.2375259399414,82.24584197998047,3185.0400390625,326.2300109863281,6.099999904632568,24.389999389648438,142.3699951171875,96.2699966430664,184.8800048828125,548.72998046875,32.09677505493164,102.97666931152344,36.439998626708984,130.67999267578125,87.23999786376953,3185.0400390625,327.3999938964844,6.099999904632568,24.399999618530273,142.8699951171875,96.83999633789062,185.44000244140625,555.8800048828125,32.296016693115234,103.2613296508789,36.4900016784668,131.3699951171875,87.44000244140625,3186.820068359375,323.1099853515625,5.739999771118164,23.329999923706055,141.42999267578125,91.87000274658203,183.00999450683594,511.2799987792969,31.774194717407227,91.73400115966797,34.25,127.26000213623047,85.69999694824219,3136.219970703125,326.0,5.800000190734863,23.549999237060547,142.75,92.0,183.77999877929688,519.72998046875,31.935483932495117,93.06666564941406,34.41999816894531,128.74000549316406,86.19999694824219,3152.469970703125,2484100,73710700,15660000,4282400,28954200,2714100,21605600,24459019,350064000,8974900,14745600,1026700,4524190000
2020-07-13,306.6373291015625,5.284402847290039,24.555875778198242,132.14573669433594,88.84586334228516,171.90867614746094,525.5,29.196983337402344,99.80400085449219,32.162696838378906,123.1347427368164,82.42497253417969,3155.219970703125,322.9200134277344,6.059999942779541,24.860000610351562,145.2100067138672,97.6500015258789,184.9199981689453,525.5,33.406070709228516,99.80400085449219,36.83000183105469,129.52000427246094,87.43000030517578,3155.219970703125,329.1099853515625,6.21999979019165,25.190000534057617,146.63999938964844,99.2699966430664,188.9499969482422,575.3699951171875,33.88994216918945,119.66600036621094,37.27000045776367,133.6300048828125,89.58999633789062,3235.320068359375,321.5,6.050000190734863,24.3700008392334,143.27999877929688,96.2300033569336,184.7100067138672,520.9600219726562,32.75142288208008,98.0739974975586,35.849998474121094,128.88999938964844,87.05000305175781,3149.429931640625,326.29998779296875,6.150000095367432,24.649999618530273,143.61000061035156,98.7300033569336,185.60000610351562,567.97998046875,32.95066452026367,110.5999984741211,36.75,131.3300018310547,87.68000030517578,3205.080078125,2583200,80190700,14766800,6951900,32079200,3221600,18399000,56569129,584781000,6708000,14112800,2291100,4902440000
